id_publicacao,formato,Visualizações,Alcance,engajamento_%,Curtidas,Comentários,Compartilhamentos,Salvamentos,sucesso
"Grafismo indígena no Campus Sorocaba!!

O Campus Sorocaba da UFSCar inaugura a primeira manifestação artística indígena no Campus. O grafismo foi concebido por Reginaldo Ramos (@mahsakura), artista e aluno do curso de Engenharia Florestal. 

A iniciativa é uma forma de marcar a presença de estudantes indígenas na Universidade, e trazer uma maior representatividade e pluralidade para a UFSCar. 

Vamos prestigiar o belo trabalho! 
--
Ficha técnica
Entrevistas: Daniela Milani 
Imagens: Daniela Milani e Giovanna Consorti 
Edição: Fabricio Mazocco
Direção: Agnes Arato

#grafismo #grafismoindigena #indígenas #ufscarsorocaba",reel,8517,5262.0,6.68947168377043,279,29,40,4,0
"🌱 Projeto Transição Tropical em Lagoa do Sino anuncia resultados e bolsas de Mestrado e IC🌾

No último dia 12/06, o Projeto Transição Tropical, desenvolvido na Fazenda Escola Lagoa do Sino (FELS), apresentou os resultados do seu 3º ciclo e anunciou uma grande novidade: bolsas de mestrado, iniciação científica e iniciação científica júnior para pesquisas alinhadas aos objetivos do projeto! 👩🏽🔬👨🏻🌾

A iniciativa, que busca transformar o modelo agrícola com base na agricultura regenerativa e orgânica, agora conta com R$ 400 mil em recursos vindos de emenda do deputado federal @guilhermeboulos.oficial 💰🌿

🧪 As inscrições para as bolsas vão até 27 de junho, e os editais já estão disponíveis no site da FELS (Link clicável nos stories). Os projetos devem se alinhar a uma das linhas temáticas:

(i) Biodiversidade
(ii) Sustentabilidade
(iii) Sociedade
(iv) Produção de Alimentos
(v) Alimentos Saudáveis

Essa é uma realização da FELS (@felsufscar) em parceria com o Instituto Folio (@folio.organicos), com apoio dos Institutos Ibirapitanga (@iibirapitanga) e Itaúsa (@itausaholding), além de diversos parceiros institucionais e tecnológicos.

🔗 Confira todos os detalhes no site da FELS e leia a matéria completa no Portal da UFSCar!

#TransiçãoTropical #LagoaDoSino #UFSCar #Agroecologia #AgriculturaRegenerativa #Ciência #IniciaçãoCientífica #Mestrado #BolsasDePesquisa",imagem,8796,,,116,0,15,0,0
"Atenção, estudantes da UFSCar! Estão abertas as inscrições para a seleção de trabalhos que representarão a universidade nas 32ª Jornadas de Jovens Pesquisadores da AUGM, que acontecerão de 5 a 7 de novembro, na Universidad Nacional de Tucumán (Argentina)! 🇦🇷✨

📌 Podem participar alunos de graduação e pós-graduação, com trabalhos de pesquisa.

🗓️ Inscrições até 27 de junho, às 18h. Estudantes selecionados terão auxílio para viagem e estadia! 💸✈️

📑 Confira os editais no site da SRInter: www.srinter.ufscar.br

📬 Dúvidas? jornadas.augm.srinter@ufscar.br

Para mais informações, acesse o portal da UFSCar em ufscar.br! 

#UFSCar #SRInter #ProPG #AUGM #JornadasDeJovensPesquisadores #Pesquisa #CiênciaSemFronteiras #MobilidadeAcadêmica",imagem,10858,7212.0,1.8164170826400445,107,1,15,8,0
"Universitários... como se alimentam? Aqui na UFSCar, nos Restaurantes Universitários (RUs) dos quatro campi!

Você sabia que qualquer pessoa pode comer nos RUs da UFSCar? Confira os valores praticados atualmente (junho/25):

Estudante Bolsista Alimentação Integral PAE – Gratuito

Estudante Bolsista Intermediário PAE – R$ 2,50 (dois reais e cinquenta centavos)

Estudante Regular (Graduação e Pós Graduação) – R$ 4,20 (quatro reais e vinte centavos)

Servidor (Técnico Administrativo e Docente) e Terceirizados – R$ 14,32 (quatorze reais e trinta e dois centavos)

Visitante – R$ 14,50 (quatorze reais e cinquenta centavos)

Mais informações: https://www.proad.ufscar.br/pt-br/servicos/restaurante-universitario

#restauranteuniversitario #ufscar #vlog #vidauniversitaria #universidade

-——————

Ficha técnica
Universitária: Beatriz Vasconcelos
Voz: Arthur Chaves
Roteiro: Sofia Festucci Pavan
Produção e imagens: Sofia Festucci Pavan e Giulia Ramos
Edição: Giulia Ramos
Supervisão: Agnes Arato (CCS-UFSCar)",reel,53057,29704.0,7.766630756800431,1627,53,583,44,1
"🦠💉 Tuberculose e biossegurança: o que você sabe sobre isso?

Uma pesquisa da UFSCar busca entender o nível de conhecimento de estudantes da área da saúde sobre medidas de controle de infecção e biossegurança da tuberculose. O objetivo? Identificar lacunas na formação e ajudar a construir práticas mais seguras no cuidado em saúde.

📊 A pesquisa é realizada por Letícia Cezarino, com orientação da profa. Mellina Yamamura (DEnf/UFSCar), e conta com apoio da Fapesp.

🧪 Se você é estudante de graduação da área da saúde, participe! Basta responder o questionário até 30 de junho e contribuir com essa importante iniciativa científica.

📌 Link do formulário: https://bit.ly/4dQU5rM
Saiba mais no portal da UFSCar, em ufscar.br!

#Tuberculose #Biossegurança #UFSCar #SaúdePública #FormaçãoEmSaúde #Enfermagem #Medicina #Fisioterapia #TerapiaOcupacional #Psicologia #Nutrição #PesquisaCientífica #Fapesp",imagem,9579,6679.0,1.3774517143284921,79,0,11,2,0
"Depois do sucesso das edições anteriores, a Livraria da EdUFSCar realiza neste sábado, 14 de junho, às 14h30, mais um evento de contação de histórias. Desta vez, Loany Santos contará ao público presente, principalmente para as crianças, as histórias do livro didático Mitologia Iorubá, de autoria dela e com ilustração do artista DaSilva. 

A entrada é aberta ao público!! 

#contacaodehistórias #edufscar #mitologia",reel,5051,3216.0,2.5497512437810945,73,0,7,2,0
"🗣️ Quem tem direito à palavra? A fala das mulheres foi moldada — e silenciada — pela dominação masculina. O livro “A fala feminina: silenciamentos e resistências”, de Amanda Braga (UFPB) e Carlos Piovezani (UFSCar), retraça essa história de opressão... e de resistência.

📖 Da Antiguidade ao Brasil atual, os autores mostram como a voz feminina sempre foi ameaçada — seja por meio de desprezos, violências ou feminicídios — e como lutar pela palavra é, ainda hoje, um ato de emancipação.

✨ Com apresentação de Erika Hilton, prefácio de Marlène Coulomb-Gully e quarta capa de Talíria Petrone, a obra está disponível no site da Editora Jandaíra.

Saiba mais no portal da UFSCar, em ufscar.br.  
#FalaFeminina #Silenciamento #ResistênciaFeminina #LinguagemEGênero #Feminismo #DireitoÀPalavra #AmandaBraga #CarlosPiovezani #EditoraJandaíra #UFPB #UFSCar",imagem,10798,7384.0,3.345070422535211,135,60,27,25,0
"Biodiversidade 🌱 🌏 O projeto BioFuturo na Cidade avança e, neste sábado, chega à Sorocaba. Ele será realizado na APP Rio Sorocaba e Jardim Botânico, a partir das 7 horas com a recepção e café comunitário. O ponto de encontro no horário de início de cada atividade na APP Rio Sorocaba será no Núcleo ETC - UFSCar.

O projeto é uma ação do grupo de trabalho temático “Biodiversidade para o Futuro” do Instituto de Estudos Avançados e Estratégicos (IEAE), da UFSCar. O BioFuturo na Cidade propõe gerar mudanças e produzir conhecimentos acerca da biodiversidade e serviços ecossistêmicos das áreas verdes urbanas nas cidades. A última edição da iniciativa foi realizada em Araras. Confira no vídeo! 

A programação detalhada das atividades pode ser confira no @biofuturonacidade. Participe!

#ufscar #biofuturonacidade #biodiversidade #ciencia",reel,6682,4017.0,5.352252925068459,175,12,22,6,0
"A UFSCar, através de sua Pró-Reitoria de Graduação (Prograd), divulgou os números de ocupação das vagas oferecidas e o perfil dos ingressantes nos cursos de graduação em 2025 na Universidade. 🎓

👥 Neste ano a UFSCar recebeu, em seus quatro campi (São Carlos, Araras, Sorocaba e Lagoa do Sino), 2.494 novos estudantes na graduação. 

A ocupação final média dos cursos ficou em 85,1%, bem acima da média nacional no Ensino Superior Público que, segundo o último Censo da Educação Superior (2023), foi de 74,2% na rede federal. 

Além disso, 45 dos 66 cursos oferecidos pela Universidade tem acima desses 86% de ocupação, com destaque para os cursos de Letras-Inglês, Letras-Espanhol, Engenharia Física e Engenharia de Produção, com 100% de ocupação das vagas oferecidas. 

Sobre o perfil do ingressante em 2025, alguns destaques:

* 31,5% das pessoas ingressantes são pretas e pardas - mais que o dobro do número observado em 2005, anterior às políticas de ações afirmativas, quando apenas 14,5% dos estudantes ingressantes se declararam pretos ou pardos; 
* Em 2025, 54,9% dos estudantes que ingressaram na graduação vieram de escolas públicas; 
* 85 estudantes provenientes de povos indígenas dos estados do Amazonas, Pará, Pernambuco e São Paulo chegaram à UFSCar este ano, sendo que 74 ingressaram via Vestibular Indígena, realizado em parceria com a Unicamp, e 11 via SiSU;
* 81 estudantes com deficiência ingressaram via reserva de vagas;
* E em consonância com a tendência nacional, a presença das mulheres é maior na graduação: 53,2% se identificam como do gênero feminino e, 46,7%, do gênero masculino. 👩‍🎓👨‍🎓

Saiba mais na matéria completa, disponível no Portal da UFSCar: www.ufscar.br 🔗📰

#UFSCar #Graduação #Inclusão #Diversidade #EducaçãoSuperior #EnsinoPúblico #AçõesAfirmativas #VestibularIndígena #EducaçãoTransforma #universidade",carrossel,45834,20230.0,9.045971329708353,1520,13,247,50,1
"🧠✨ Você sabia que o estilo dos seus pais pode influenciar sua criatividade e a confiança que você tem para criar?

Uma pesquisa da Psicologia da UFSCar está investigando a relação entre os estilos parentais e a criatividade dos filhos, com foco também na autoeficácia criativa — ou seja, a crença na própria capacidade de ser criativo!
Se você tem entre 18 e 25 anos, participe respondendo o questionário no link: https://bit.ly/3Ssza4f
 São só 15 minutinhos e sua contribuição é super importante!

Quer saber mais? Fale com Ana Luiza Franceschini pelo e-mail: ana.franceschini@estudante.ufscar.br ou pelo WhatsApp (19) 99920-0210.
Projeto aprovado pelo Comitê de Ética da UFSCar e com apoio da Fapesp.

Saiba mais no portal da UFSCar, em ufscar.br!  
#UFSCar #Pesquisa #Criatividade #Psicologia #AutoeficáciaCriativa #EstilosParentais #Ciência #Inovação",imagem,5933,4046.0,0.9144834404349975,33,0,2,2,0
"🌟 UFSCar na Rede Brics-NU!

🚀 A UFSCar está entre as 20 instituições brasileiras aprovadas pela Capes para integrar a Rede de Universidades do Brics (Brics-NU).

No vídeo, o Pró-Reitor de Pós-Graduação, Rodrigo Constante Martins, apresenta a área temática em que a Universidade foi contemplada, os benefícios da participação na rede e os próximos passos.  ▶️ Assista e saiba mais sobre essa conquista.

Mais informações estão no Portal da UFSCar, em ufscar.br.

#UFSCar #BRICS #Internacionalização #CooperaçãoCientífica",reel,8840,5378.0,6.582372629230197,287,7,52,8,0
