"Identificação da publicação","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (segundos)","Horário de publicação","Link permanente","Tipo de publicação","Comentário de dados",Data,Visualizações,Curtidas,Compartilhamentos,Comentários,Salvamentos,Alcance,Seguimentos
17936266466922976,17841407844868491,ufscaroficial,UFSCar,"Uma pesquisa nacional na área da Psicologia, com participação de pesquisadores da UFSCar, está buscando adaptar, para a população brasileira, o RIAS-2, um instrumento amplamente utilizado para avaliar a inteligência de maneira geral, além de verificar como uma pessoa se lembra das coisas e a rapidez com que consegue resolver problemas.

Para isso, estudantes do curso de graduação em Psicologia da UFSCar, sob orientação da professora Monalisa Muniz, do Departamento de Psicologia (DPsi), estão convidando pessoas de 3 a 20 anos para participar do estudo, intitulado “Evidências de validade, precisão e estudos de normatização para a adaptação do instrumento RIAS-2”. 

📍 As aplicações são presenciais e acontecem em São Carlos e outras cidades do Estado de São Paulo.

📝 O teste dura cerca de 1 hora e os participantes poderão ter acesso ao resultado posteriormente.

💡 Interessados devem preencher o formulário no link: https://bit.ly/44tZphq

Saiba mais no portal da UFSCar, em ufscar.br! 

#Pesquisa #Psicologia #UFSCar #Inteligência #CIência",0,"06/26/2025 10:09",https://www.instagram.com/p/DLXzHQfAiDS/,"Imagem do Instagram",,Vitalício,6889,56,7,0,1,3702,0
18100121203499483,17841407844868491,ufscaroficial,UFSCar,"✨ 🌱 🌏 Chegou a vez do Campus Lagoa do Sino receber o BioFuturo Na Cidade. Neste sábado, 28 de junho, a partir das 7h30, as atividades do projeto serão realizadas no Lago Municipal de Campina do Monte Alegre. 

O projeto é uma ação do grupo de trabalho temático “Biodiversidade para o Futuro” do Instituto de Estudos Avançados e Estratégicos (IEAE), da UFSCar. O BioFuturo na Cidade propõe gerar mudanças e produzir conhecimentos acerca da biodiversidade e serviços ecossistêmicos das áreas verdes urbanas nas cidades. Confira no vídeo como foi a última edição do evento, em Sorocaba.

A programação completa da edição do BioFuturo Na Cidade, em Campina do Monte Alegre está disponível no perfil @biofuturonacidade. Confira. 

💚 Participe do BioFuturo Na Cidade e descubra como a natureza vive e resiste no espaço urbano! 

#biodiversidade #ciência #BioFuturoNaCidade #biologia
#cienciacidada",178,"06/26/2025 06:06",https://www.instagram.com/reel/DLXXIWagev3/,"Reel do Instagram",,Vitalício,4923,83,9,4,1,3221,0
17916760554077033,17841407844868491,ufscaroficial,UFSCar,"🚀 A UFSCar alcançou seu melhor resultado no THE Impact Rankings 2025, que avalia o impacto social e ambiental das universidades com base nos ODS da ONU! 🌍✨

🌱 Quer saber como a gente chegou lá?

➡️ Passe para o lado e confira os destaques!

Para saber mais, acesse a matéria completa no portal da UFSCar, em ufscar.br. 

#UFSCar #ODS #THEImpactRankings #Agenda2030 #UniversidadePública",0,"06/25/2025 10:57",https://www.instagram.com/p/DLVT0-VgVgx/,"Carrossel do Instagram",,Vitalício,38879,963,247,18,45,17031,16
18088217044660979,17841407844868491,ufscaroficial,UFSCar,"A Universidade Federal de São Carlos (UFSCar) está oferecendo vagas de Residências Médicas e Multiprofissionais em Saúde para início em 2026. O processo seletivo será por meio do Exame Nacional de Residências (Enare) e as inscrições poderão ser realizadas no período de 7 a 18 de julho para as Residências Médicas e de hoje, 25 de junho, a 18 de julho para as Residências Multiprofissionais.

Ao todo, são 43 vagas, sendo 14 vagas para as Residências Médicas, distribuídas entre os Programas de Residência Médica em Clínica Médica, Pediatria, Medicina de Família e Comunidade e Psiquiatria, e 29 vagas para as Residências Multiprofissionais, distribuídas entre os Programas de Residência Multiprofissional em Saúde da Família, Atenção à Saúde Mental e Atenção à Saúde do Adulto e Idoso.

Os editais com as informações completas estão acessíveis no site do Enare (https://enare.ebserh.gov.br).",0,"06/25/2025 09:00",https://www.instagram.com/p/DLVGf64ggH-/,"Imagem do Instagram",,Vitalício,18870,208,110,0,26,11331,10
17981607434835534,17841407844868491,ufscaroficial,UFSCar,"Histórias que fazem a UFSCar

Sabrina Campos é egressa do curso de Agroecologia da UFSCar, campus Araras. Durante a graduação se descobriu apaixonada no curso que escolheu e hoje percebe o quanto amadureceu durante sua trajetória acadêmica 

As oportunidades que viveu dentro da UFSCar, de grupos de estudos a empresa Júnior, foram o subsídio para sua formação pessoal e profissional.

Sabrina destaca a importância da plataforma Alumni para quem já passou pela UFSCar e quem está chegando agora: “Ver o que o egresso está fazendo, no que está trabalhando, conseguir se basear [...] eu acho que isso abre um leque de opções, principalmente para você se relacionar, ver aquilo que você quer para sua vida”.

📲 cadastre-se na Alumni UFSCar e faça parte dessa rede que conecta histórias, conquistas e oportunidades! 

🌐 acesse alumni.ufscar.br

Uma vez UFSCar, sempre UFSCar!

#SouAlumniUFSCar",221,"06/25/2025 05:56",https://www.instagram.com/reel/DLUxQPaAKN6/,"Reel do Instagram",,Vitalício,6471,108,7,4,1,3913,6
18138161251412867,17841407844868491,ufscaroficial,UFSCar,"Há muitas possibilidades para quem quer trabalhar na área ambiental! Na UFSCar, um dos caminhos é o curso de Engenharia Ambiental oferecido no campus Lagoa do Sino. Neste vídeo que o estudante e bolsista do projeto UFSCar Escola Gabriel Sanefuji fez pra gente, você fica sabendo de tudo sobre o curso! Vem ver!

#ufscar #ufscarlagoadosino #engenhariaambiental #visauniversitaria #vlog

------------
Ficha técnica:
Produção, roteiro, imagens e edição de Gabriel Sanefuji @gab.sanne
Supervisão de Agnes Arato (CCS-UFSCar)",135,"06/24/2025 11:41",https://www.instagram.com/reel/DLSzujPJxGu/,"Reel do Instagram",,Vitalício,7485,126,13,1,3,4203,0
18079244911847623,17841407844868491,ufscaroficial,UFSCar,"🪟🐦 Colisões de aves com vidraças: um problema invisível, mas alarmante!

Um estudo internacional, com participação do professor Augusto João Piratelli, do Campus Sorocaba da UFSCar, resultou no maior banco de dados já compilado sobre o tema na região Neotropical — que vai do México à Patagônia.

Os dados revelam que, ao contrário do que se pensa, a maioria dos acidentes não acontece em grandes prédios, mas em construções baixas, como casas, áreas rurais e universidades. No Brasil, o Campus Sorocaba da UFSCar é referência nesse monitoramento e no teste de soluções preventivas.

A pesquisa destaca ainda a necessidade urgente de políticas públicas que considerem a realidade da nossa região e ajudem a tornar as cidades mais seguras para as aves e para toda a biodiversidade.

📊 O banco de dados está disponível em acesso aberto na plataforma Zenodo e pode apoiar decisões mais eficazes!

Para mais informações, acesse o portal da UFSCar em ufscar.br! 

#UFSCar #Ciência #Conservação #Aves #Biodiversidade #MeioAmbiente #Pesquisa",0,"06/24/2025 06:01",https://www.instagram.com/p/DLSNNbKMzdI/,"Imagem do Instagram",,Vitalício,40406,1147,156,27,48,27531,46
18047338859621606,17841466938456731,lagoadosino_ufscar,"Lagoa do Sino - UFSCar","🎓🌱 Dia Internacional das Mulheres na Engenharia | 23 de Junho

Maria Heloísa e Maria Júlia são estudantes de Engenharia Agronômica no Campus Lagoa do Sino da UFSCar. Filhas de agricultores e ex-alunas de escola pública, elas são as primeiras da família a ingressar em uma universidade pública.

A trajetória dessas jovens mostra como a parceria entre escola pública e universidade pode abrir caminhos e transformar vidas. 🌟

💬 “Estar aqui é a realização de um sonho.”

No Dia Internacional das Mulheres na Engenharia, celebramos histórias como a delas — que nos lembram da força, da dedicação e do papel fundamental das mulheres na construção de um futuro mais justo, sustentável e igualitário. 💪🏽👩🏽🔬🌾

-
Ficha técnica:
Imagens e entrevistas: Maria Alice Pezzoni e Tiago Santi 
Direção: Tiago Santi
Coordenação geral: Agnes Arato

#MulheresNaEngenharia #UFSCar #LagoaDoSino #TransformaçãoPelaEducação #OrgulhoUFSCar",100,"06/23/2025 05:42",https://www.instagram.com/reel/DLPl1SJAN5H/,"Reel do Instagram",,Vitalício,21024,577,64,36,0,,
17964841886781860,17841407844868491,ufscaroficial,UFSCar,"Se a polícia é um tema relativamente novo entre os historiadores, estava quase intocado o problema levantado neste livro, o do surgimento da polícia e da segurança pública em meio ao regime escravista que vigorava no Brasil do século XIX. Em ""Policiar nos tempos da escravidão"", a historiadora Larissa Biato de Azevedo explica a criação de cargos e funções policiais, a organização da Polícia e analisa as ocorrências envolvendo escravos, libertos e africanos livres tratadas pelas autoridades da época. Ao mobilizar variadas fontes para entender a relação entre o dever de policiar, a nascente ideia de segurança pública e a escravidão, este livro provoca uma reflexão sobre a polícia no tempo e traz uma necessária leitura sobre a instituição no Brasil Império.

A obra está disponível no site da EdUFSCar: https://edufscar.com.br",61,"06/20/2025 05:39",https://www.instagram.com/reel/DLH3Y9jgRWd/,"Reel do Instagram",,Vitalício,9862,210,37,12,17,6236,2
18103415293549020,17841407844868491,ufscaroficial,UFSCar,"Planejando começar o mestrado ou o doutorado ainda esse ano, ou iniciar os seus estudos como aluno especial? Então, não deixe de conferir a lista com os programas com edital publicado e/ou inscrições abertas nos campi São Carlos e Sorocaba da UFSCar. 

Acesse em: https://bit.ly/mestrado-doutorado-na-ufscar ou visite o Portal da UFSCar: www.ufscar.br.",0,"06/19/2025 06:00",https://www.instagram.com/p/DLFVJC3CL8e/,"Imagem do Instagram",,Vitalício,31786,790,137,10,104,22472,90
18143022358395894,17841407844868491,ufscaroficial,UFSCar,"Você tem vontade de empreender? Conhece as oportunidades que a UFSCar oferece para isso?

Fernando Guerreiro é egresso do curso de Ciências Econômicas da UFSCar Sorocaba e atualmente é aluno de mestrado do Programa de Pós-Graduação de Ciência, Tecnologia e Sociedade de São Carlos.
Ingressou na graduação em 2019 e fundou a Liga do Empreendedorismo que se desdobrou em uma rede composta por mais de 100 universidades do Brasil. 
A partir dessa iniciativa, ampliou seu vínculo com a UFSCar, através do Departamento de Computação do campus São Carlos e explorou a multidisciplinaridade dos campi ao fazer seu TCC, com orientadores desses dois departamentos, desdobrando em seu atual projeto de mestrado.

“E o legal da UFSCar é isso, eu tive minha formação, minha graduação lá em Sorocaba e agora eu também tenho oportunidade de me conectar com esses outros professores de São Carlos”, relatou Fernando.

Seu Trabalho de Conclusão de Curso foi um modelo piloto para avaliar como a Universidade impacta através das empresas filhas, empresas fundadas por pessoas que têm vínculo com a Universidade – concluindo que a Plataforma Alumni UFSCar amplia as possibilidades de conexão de iniciativas como essa

📲 cadastre-se na Alumni UFSCar e faça parte dessa rede que conecta histórias, conquistas e oportunidades! 

🌐 acesse alumni.ufscar.br

Uma vez UFSCar, sempre UFSCar!

#SouAlumniUFSCar",302,"06/18/2025 09:59",https://www.instagram.com/reel/DLDLYiDgl6F/,"Reel do Instagram",,Vitalício,8240,134,17,7,8,4991,1
18468403171075245,17841407844868491,ufscaroficial,UFSCar,"Grafismo indígena no Campus Sorocaba!!

O Campus Sorocaba da UFSCar inaugura a primeira manifestação artística indígena no Campus. O grafismo foi concebido por Reginaldo Ramos (@mahsakura), artista e aluno do curso de Engenharia Florestal. 

A iniciativa é uma forma de marcar a presença de estudantes indígenas na Universidade, e trazer uma maior representatividade e pluralidade para a UFSCar. 

Vamos prestigiar o belo trabalho! 
--
Ficha técnica
Entrevistas: Daniela Milani 
Imagens: Daniela Milani e Giovanna Consorti 
Edição: Fabricio Mazocco
Direção: Agnes Arato

#grafismo #grafismoindigena #indígenas #ufscarsorocaba",91,"06/18/2025 06:20",https://www.instagram.com/reel/DLCyQ2AA-Ei/,"Reel do Instagram",,Vitalício,8517,279,40,29,4,5262,2
18029746946481677,17841466938456731,lagoadosino_ufscar,"Lagoa do Sino - UFSCar","🌱 Projeto Transição Tropical em Lagoa do Sino anuncia resultados e bolsas de Mestrado e IC🌾

No último dia 12/06, o Projeto Transição Tropical, desenvolvido na Fazenda Escola Lagoa do Sino (FELS), apresentou os resultados do seu 3º ciclo e anunciou uma grande novidade: bolsas de mestrado, iniciação científica e iniciação científica júnior para pesquisas alinhadas aos objetivos do projeto! 👩🏽🔬👨🏻🌾

A iniciativa, que busca transformar o modelo agrícola com base na agricultura regenerativa e orgânica, agora conta com R$ 400 mil em recursos vindos de emenda do deputado federal @guilhermeboulos.oficial 💰🌿

🧪 As inscrições para as bolsas vão até 27 de junho, e os editais já estão disponíveis no site da FELS (Link clicável nos stories). Os projetos devem se alinhar a uma das linhas temáticas:

(i) Biodiversidade
(ii) Sustentabilidade
(iii) Sociedade
(iv) Produção de Alimentos
(v) Alimentos Saudáveis

Essa é uma realização da FELS (@felsufscar) em parceria com o Instituto Folio (@folio.organicos), com apoio dos Institutos Ibirapitanga (@iibirapitanga) e Itaúsa (@itausaholding), além de diversos parceiros institucionais e tecnológicos.

🔗 Confira todos os detalhes no site da FELS e leia a matéria completa no Portal da UFSCar!

#TransiçãoTropical #LagoaDoSino #UFSCar #Agroecologia #AgriculturaRegenerativa #Ciência #IniciaçãoCientífica #Mestrado #BolsasDePesquisa",0,"06/17/2025 09:54",https://www.instagram.com/p/DLAmSQUA0cK/,"Imagem do Instagram",,Vitalício,8796,116,15,0,0,,
18012467723570592,17841407844868491,ufscaroficial,UFSCar,"Atenção, estudantes da UFSCar! Estão abertas as inscrições para a seleção de trabalhos que representarão a universidade nas 32ª Jornadas de Jovens Pesquisadores da AUGM, que acontecerão de 5 a 7 de novembro, na Universidad Nacional de Tucumán (Argentina)! 🇦🇷✨

📌 Podem participar alunos de graduação e pós-graduação, com trabalhos de pesquisa.

🗓️ Inscrições até 27 de junho, às 18h. Estudantes selecionados terão auxílio para viagem e estadia! 💸✈️

📑 Confira os editais no site da SRInter: www.srinter.ufscar.br

📬 Dúvidas? jornadas.augm.srinter@ufscar.br

Para mais informações, acesse o portal da UFSCar em ufscar.br! 

#UFSCar #SRInter #ProPG #AUGM #JornadasDeJovensPesquisadores #Pesquisa #CiênciaSemFronteiras #MobilidadeAcadêmica",0,"06/17/2025 06:00",https://www.instagram.com/p/DLALiJniR0x/,"Imagem do Instagram",,Vitalício,10858,107,15,1,8,7212,0
17960530562945028,17841407844868491,ufscaroficial,UFSCar,"Universitários... como se alimentam? Aqui na UFSCar, nos Restaurantes Universitários (RUs) dos quatro campi!

Você sabia que qualquer pessoa pode comer nos RUs da UFSCar? Confira os valores praticados atualmente (junho/25):

Estudante Bolsista Alimentação Integral PAE – Gratuito

Estudante Bolsista Intermediário PAE – R$ 2,50 (dois reais e cinquenta centavos)

Estudante Regular (Graduação e Pós Graduação) – R$ 4,20 (quatro reais e vinte centavos)

Servidor (Técnico Administrativo e Docente) e Terceirizados – R$ 14,32 (quatorze reais e trinta e dois centavos)

Visitante – R$ 14,50 (quatorze reais e cinquenta centavos)

Mais informações: https://www.proad.ufscar.br/pt-br/servicos/restaurante-universitario

#restauranteuniversitario #ufscar #vlog #vidauniversitaria #universidade

-——————

Ficha técnica
Universitária: Beatriz Vasconcelos
Voz: Arthur Chaves
Roteiro: Sofia Festucci Pavan
Produção e imagens: Sofia Festucci Pavan e Giulia Ramos
Edição: Giulia Ramos
Supervisão: Agnes Arato (CCS-UFSCar)",144,"06/16/2025 10:20",https://www.instagram.com/reel/DK-EVA3g7PB/,"Reel do Instagram",,Vitalício,53057,1627,583,53,44,29704,129
18103781209527294,17841407844868491,ufscaroficial,UFSCar,"🦠💉 Tuberculose e biossegurança: o que você sabe sobre isso?

Uma pesquisa da UFSCar busca entender o nível de conhecimento de estudantes da área da saúde sobre medidas de controle de infecção e biossegurança da tuberculose. O objetivo? Identificar lacunas na formação e ajudar a construir práticas mais seguras no cuidado em saúde.

📊 A pesquisa é realizada por Letícia Cezarino, com orientação da profa. Mellina Yamamura (DEnf/UFSCar), e conta com apoio da Fapesp.

🧪 Se você é estudante de graduação da área da saúde, participe! Basta responder o questionário até 30 de junho e contribuir com essa importante iniciativa científica.

📌 Link do formulário: https://bit.ly/4dQU5rM
Saiba mais no portal da UFSCar, em ufscar.br!

#Tuberculose #Biossegurança #UFSCar #SaúdePública #FormaçãoEmSaúde #Enfermagem #Medicina #Fisioterapia #TerapiaOcupacional #Psicologia #Nutrição #PesquisaCientífica #Fapesp",0,"06/16/2025 06:29",https://www.instagram.com/p/DK9qAikAr_t/,"Imagem do Instagram",,Vitalício,9579,79,11,0,2,6679,0
18060934273949470,17841407844868491,ufscaroficial,UFSCar,"Depois do sucesso das edições anteriores, a Livraria da EdUFSCar realiza neste sábado, 14 de junho, às 14h30, mais um evento de contação de histórias. Desta vez, Loany Santos contará ao público presente, principalmente para as crianças, as histórias do livro didático Mitologia Iorubá, de autoria dela e com ilustração do artista DaSilva. 

A entrada é aberta ao público!! 

#contacaodehistórias #edufscar #mitologia",36,"06/13/2025 12:38",https://www.instagram.com/reel/DK2ltMLpual/,"Reel do Instagram",,Vitalício,5051,73,7,0,2,3216,0
18066147322869314,17841407844868491,ufscaroficial,UFSCar,"🗣️ Quem tem direito à palavra? A fala das mulheres foi moldada — e silenciada — pela dominação masculina. O livro “A fala feminina: silenciamentos e resistências”, de Amanda Braga (UFPB) e Carlos Piovezani (UFSCar), retraça essa história de opressão... e de resistência.

📖 Da Antiguidade ao Brasil atual, os autores mostram como a voz feminina sempre foi ameaçada — seja por meio de desprezos, violências ou feminicídios — e como lutar pela palavra é, ainda hoje, um ato de emancipação.

✨ Com apresentação de Erika Hilton, prefácio de Marlène Coulomb-Gully e quarta capa de Talíria Petrone, a obra está disponível no site da Editora Jandaíra.

Saiba mais no portal da UFSCar, em ufscar.br.  
#FalaFeminina #Silenciamento #ResistênciaFeminina #LinguagemEGênero #Feminismo #DireitoÀPalavra #AmandaBraga #CarlosPiovezani #EditoraJandaíra #UFPB #UFSCar",0,"06/13/2025 10:20",https://www.instagram.com/p/DK2WCS1g_kw/,"Imagem do Instagram",,Vitalício,10798,135,27,60,25,7384,1
